Index,日期(Date),時間(Time),警报序号,描述,触发 / 复位
1,2026/09/02,00:00:12,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,T
2,2026/09/02,00:00:10,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,T
3,2026/09/02,00:00:57,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,T
4,2026/09/02,00:00:24,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,F
5,2026/09/02,00:00:36,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,T
6,2026/09/02,00:00:49,59,PLC1_Normal_Warning1.A—报警：分析浓度超规,F
