Index,日期(Date),時間(Time),料號(PartNo),批號(LotID),JobNo (or Quarter information),工號(OPID),生產程式(Recipe),設備狀態,Cu,Fe
1,2026/08/26,01:40:43,,,,,,Processing,0,
2,2026/08/26,01:41:04,,,,,,Processing,,0
3,2026/08/26,01:42:18,,,,,,Processing,,0
