[2026/08/21 18:01:41] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:01:46] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:01:51] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:01:56] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:02:01] _onList write : 3/3 ; _backToOffList write : 0/1
[2026/08/21 18:02:06] _onList write : 3/3 ; _backToOffList write : 1/2
[2026/08/21 18:02:11] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:16] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:21] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:26] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:31] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:36] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:42] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:46] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:52] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:02:56] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:03:01] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:03:07] _onList write : 3/3 ; _backToOffList write : 2/2
[2026/08/21 18:03:12] _onList write : 3/3 ; _backToOffList write : 2/3
[2026/08/21 18:08:39] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:08:44] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:08:49] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:08:55] _onList write : 3/3 ; _backToOffList write : 0/1
[2026/08/21 18:09:00] _onList write : 3/3 ; _backToOffList write : 1/2
[2026/08/21 18:09:05] _onList write : 3/3 ; _backToOffList write : 2/3
[2026/08/21 18:09:10] _onList write : 3/3 ; _backToOffList write : 3/3
[2026/08/21 18:10:47] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:10:52] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:10:57] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:11:02] _onList write : 3/4 ; _backToOffList write : 0/0
[2026/08/21 18:11:07] _onList write : 4/5 ; _backToOffList write : 0/0
[2026/08/21 18:11:12] _onList write : 5/5 ; _backToOffList write : 0/0
[2026/08/21 18:11:17] _onList write : 5/6 ; _backToOffList write : 0/0
[2026/08/21 18:11:22] _onList write : 6/6 ; _backToOffList write : 0/0
[2026/08/21 18:11:27] _onList write : 6/6 ; _backToOffList write : 0/0
[2026/08/21 18:11:32] _onList write : 6/6 ; _backToOffList write : 0/0
[2026/08/21 18:11:37] _onList write : 6/6 ; _backToOffList write : 0/1
[2026/08/21 18:11:42] _onList write : 6/6 ; _backToOffList write : 1/2
[2026/08/21 18:11:47] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:11:52] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:11:57] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:02] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:07] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:12] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:17] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:22] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:27] _onList write : 6/6 ; _backToOffList write : 2/2
[2026/08/21 18:12:32] _onList write : 6/6 ; _backToOffList write : 2/3
[2026/08/21 18:12:37] _onList write : 6/6 ; _backToOffList write : 3/4
[2026/08/21 18:12:42] _onList write : 6/6 ; _backToOffList write : 4/4
[2026/08/21 18:12:47] _onList write : 6/6 ; _backToOffList write : 4/4
[2026/08/21 18:12:52] _onList write : 6/6 ; _backToOffList write : 4/4
[2026/08/21 18:12:57] _onList write : 6/6 ; _backToOffList write : 4/6
[2026/08/21 18:13:02] _onList write : 6/6 ; _backToOffList write : 6/6
[2026/08/21 18:14:46] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:14:52] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:14:57] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:15:02] _onList write : 3/3 ; _backToOffList write : 0/1
[2026/08/21 18:15:07] _onList write : 3/3 ; _backToOffList write : 1/3
[2026/08/21 18:15:12] _onList write : 3/3 ; _backToOffList write : 3/3
[2026/08/21 18:18:50] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:18:55] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:00] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:05] _onList write : 3/3 ; _backToOffList write : 0/1
[2026/08/21 18:19:10] _onList write : 3/3 ; _backToOffList write : 1/2
[2026/08/21 18:19:15] _onList write : 3/3 ; _backToOffList write : 2/3
[2026/08/21 18:19:20] _onList write : 3/3 ; _backToOffList write : 3/3
[2026/08/21 18:19:38] _onList write : 0/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:43] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:48] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:53] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:19:58] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:03] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:08] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:13] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:18] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:23] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:28] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:33] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:38] _onList write : 3/3 ; _backToOffList write : 0/0
[2026/08/21 18:20:43] _onList write : 3/3 ; _backToOffList write : 0/0
