[2026/08/31 13:03:32] _onList write : 0/1 ; _backToOffList write : 0/0
[2026/08/31 13:19:18] _onList write : 1/1 ; _backToOffList write : 1/1
[2026/08/31 13:19:37] _onList write : 0/1 ; _backToOffList write : 0/0
[2026/08/31 13:19:43] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:19:48] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:19:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:19:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:03] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:09] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:14] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:19] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:30] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:20:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:01] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:06] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:17] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:22] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:27] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:33] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:38] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:44] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:49] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:21:54] _onList write : 1/1 ; _backToOffList write : 0/1
[2026/08/31 13:21:59] _onList write : 1/1 ; _backToOffList write : 1/1
[2026/08/31 13:22:39] _onList write : 0/1 ; _backToOffList write : 0/0
[2026/08/31 13:22:44] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:22:49] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:22:54] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:00] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:05] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:10] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:15] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:21] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:26] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:36] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:23:42] _onList write : 1/1 ; _backToOffList write : 0/1
[2026/08/31 13:23:47] _onList write : 1/1 ; _backToOffList write : 1/1
[2026/08/31 13:24:16] _onList write : 0/1 ; _backToOffList write : 0/0
[2026/08/31 13:24:22] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:24:27] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:24:32] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:24:38] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:24:43] _onList write : 1/1 ; _backToOffList write : 0/1
[2026/08/31 13:24:48] _onList write : 1/1 ; _backToOffList write : 1/1
[2026/08/31 13:25:56] _onList write : 0/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:23] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:28] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:33] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:39] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:44] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:49] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:26:54] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:00] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:05] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:10] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:15] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:21] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:26] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:36] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:47] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:52] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:27:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:03] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:08] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:14] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:19] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:28:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:01] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:23] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:28] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:39] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:44] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:50] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:29:55] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:01] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:06] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:17] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:23] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:28] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:39] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:50] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:30:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:01] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:17] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:23] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:28] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:39] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:50] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:31:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:01] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:23] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:32:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:33:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:34:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:35:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:12] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:34] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:45] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:36:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:37:56] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:07] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:18] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:29] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:40] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:51] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:38:57] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:02] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:08] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:13] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:19] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:24] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:30] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:35] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:41] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:46] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:52] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:39:57] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:03] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:08] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:14] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:19] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:25] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:36] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:47] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:40:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:03] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:09] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:14] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:20] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:25] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:36] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:47] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:41:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:04] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:09] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:14] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:20] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:25] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:37] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:48] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:42:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:04] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:10] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:15] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:20] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:26] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:31] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:37] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:48] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:43:58] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:04] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:10] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:15] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:20] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:26] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:32] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:37] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:42] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:48] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:53] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:44:59] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:45:04] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:45:10] _onList write : 1/1 ; _backToOffList write : 0/0
[2026/08/31 13:45:15] _onList write : 1/1 ; _backToOffList write : 0/0
